study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB18629	SAMEA103911861	ERS1601029	ERX1944223	ERR1883722	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883722/ERR1883722.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883722/ERR1883722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883722/ERR1883722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883722/ERR1883722.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883722/ERR1883722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883722/ERR1883722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883722/D2343.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883722/D2343.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883722/D2343.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883722/D2343.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883722	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883722		
PRJEB18629	SAMEA103911862	ERS1601030	ERX1944224	ERR1883723	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883723/ERR1883723.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883723/ERR1883723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883723/ERR1883723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883723/ERR1883723.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883723/ERR1883723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883723/ERR1883723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883723/D2344.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883723/D2344.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883723/D2344.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883723/D2344.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883723	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883723		
PRJEB18629	SAMEA103911863	ERS1601031	ERX1944225	ERR1883724	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883724/ERR1883724.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883724/ERR1883724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883724/ERR1883724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883724/ERR1883724.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883724/ERR1883724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883724/ERR1883724_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883724/D2345.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883724/D2345.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883724/D2345.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883724/D2345.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883724	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883724		
PRJEB18629	SAMEA103911864	ERS1601032	ERX1944226	ERR1883725	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883725/ERR1883725.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883725/ERR1883725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883725/ERR1883725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883725/ERR1883725.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883725/ERR1883725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883725/ERR1883725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883725/D2346.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883725/D2346.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883725/D2346.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883725/D2346.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883725	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883725		
PRJEB18629	SAMEA103911865	ERS1601033	ERX1944227	ERR1883726	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883726/ERR1883726.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883726/ERR1883726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883726/ERR1883726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883726/ERR1883726.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883726/ERR1883726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883726/ERR1883726_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883726/D2365.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883726/D2365.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883726/D2365.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883726/D2365.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883726	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883726		
PRJEB18629	SAMEA103911866	ERS1601034	ERX1944228	ERR1883727	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883727/ERR1883727.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883727/ERR1883727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883727/ERR1883727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883727/ERR1883727.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883727/ERR1883727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883727/ERR1883727_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883727/D2366.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883727/D2366.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883727/D2366.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883727/D2366.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883727	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883727		
PRJEB18629	SAMEA103911867	ERS1601035	ERX1944229	ERR1883728	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883728/ERR1883728.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883728/ERR1883728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883728/ERR1883728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883728/ERR1883728.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883728/ERR1883728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883728/ERR1883728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883728/D2367.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883728/D2367.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883728/D2367.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883728/D2367.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883728	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883728		
PRJEB18629	SAMEA103911868	ERS1601036	ERX1944230	ERR1883729	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883729/ERR1883729.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883729/ERR1883729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883729/ERR1883729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883729/ERR1883729.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883729/ERR1883729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883729/ERR1883729_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883729/D2368.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883729/D2368.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883729/D2368.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883729/D2368.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883729	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883729		
PRJEB18629	SAMEA103911869	ERS1601037	ERX1944231	ERR1883730	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883730/ERR1883730.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883730/ERR1883730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883730/ERR1883730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883730/ERR1883730.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883730/ERR1883730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883730/ERR1883730_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883730/D2369.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883730/D2369.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883730/D2369.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883730/D2369.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883730	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883730		
PRJEB18629	SAMEA103911870	ERS1601038	ERX1944232	ERR1883731	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883731/ERR1883731.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883731/ERR1883731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883731/ERR1883731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883731/ERR1883731.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883731/ERR1883731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883731/ERR1883731_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883731/D2370.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883731/D2370.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883731/D2370.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883731/D2370.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883731	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883731		
PRJEB18629	SAMEA103911871	ERS1601039	ERX1944233	ERR1883732	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883732/ERR1883732.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883732/ERR1883732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883732/ERR1883732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883732/ERR1883732.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883732/ERR1883732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883732/ERR1883732_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883732/D2371.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883732/D2371.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883732/D2371.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883732/D2371.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883732	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883732		
PRJEB18629	SAMEA103911872	ERS1601040	ERX1944234	ERR1883733	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883733/ERR1883733.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883733/ERR1883733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883733/ERR1883733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883733/ERR1883733.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883733/ERR1883733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883733/ERR1883733_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883733/D2372.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883733/D2372.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883733/D2372.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883733/D2372.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883733	ftp.sra.ebi.ac.uk/vol1/err/ERR188/003/ERR1883733		
PRJEB18629	SAMEA103911873	ERS1601041	ERX1944235	ERR1883734	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883734/ERR1883734.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883734/ERR1883734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883734/ERR1883734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883734/ERR1883734.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883734/ERR1883734_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883734/ERR1883734_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883734/D2373.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883734/D2373.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883734/D2373.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883734/D2373.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883734	ftp.sra.ebi.ac.uk/vol1/err/ERR188/004/ERR1883734		
PRJEB18629	SAMEA103911874	ERS1601042	ERX1944236	ERR1883735	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883735/ERR1883735.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883735/ERR1883735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883735/ERR1883735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883735/ERR1883735.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883735/ERR1883735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883735/ERR1883735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883735/D2374.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883735/D2374.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883735/D2374.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883735/D2374.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883735	ftp.sra.ebi.ac.uk/vol1/err/ERR188/005/ERR1883735		
PRJEB18629	SAMEA103911875	ERS1601043	ERX1944237	ERR1883736	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883736/ERR1883736.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883736/ERR1883736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883736/ERR1883736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883736/ERR1883736.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883736/ERR1883736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883736/ERR1883736_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883736/D2375.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883736/D2375.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883736/D2375.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883736/D2375.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883736	ftp.sra.ebi.ac.uk/vol1/err/ERR188/006/ERR1883736		
PRJEB18629	SAMEA103911876	ERS1601044	ERX1944238	ERR1883737	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883737/ERR1883737.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883737/ERR1883737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883737/ERR1883737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883737/ERR1883737.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883737/ERR1883737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/007/ERR1883737/ERR1883737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883737/D2376.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883737/D2376.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883737/D2376.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883737/D2376.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883737	ftp.sra.ebi.ac.uk/vol1/err/ERR188/007/ERR1883737		
PRJEB18629	SAMEA103911877	ERS1601045	ERX1944239	ERR1883738	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883738/ERR1883738.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883738/ERR1883738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883738/ERR1883738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883738/ERR1883738.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883738/ERR1883738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1883738/ERR1883738_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883738/D2311.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883738/D2311.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883738/D2311.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883738/D2311.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883738	ftp.sra.ebi.ac.uk/vol1/err/ERR188/008/ERR1883738		
PRJEB18629	SAMEA103911878	ERS1601046	ERX1944240	ERR1883739	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883739/ERR1883739.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883739/ERR1883739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883739/ERR1883739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883739/ERR1883739.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883739/ERR1883739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883739/ERR1883739_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883739/D2312.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883739/D2312.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883739/D2312.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883739/D2312.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883739	ftp.sra.ebi.ac.uk/vol1/err/ERR188/009/ERR1883739		
PRJEB18629	SAMEA103911879	ERS1601047	ERX1944241	ERR1883740	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883740/ERR1883740.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883740/ERR1883740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883740/ERR1883740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883740/ERR1883740.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883740/ERR1883740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883740/ERR1883740_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883740/D2313.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883740/D2313.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883740/D2313.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883740/D2313.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883740	ftp.sra.ebi.ac.uk/vol1/err/ERR188/000/ERR1883740		
PRJEB18629	SAMEA103911880	ERS1601048	ERX1944242	ERR1883741	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883741/ERR1883741.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883741/ERR1883741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883741/ERR1883741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883741/ERR1883741.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883741/ERR1883741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883741/ERR1883741_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883741/D2314.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883741/D2314.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883741/D2314.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883741/D2314.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883741	ftp.sra.ebi.ac.uk/vol1/err/ERR188/001/ERR1883741		
PRJEB18629	SAMEA103911881	ERS1601049	ERX1944243	ERR1883742	749907	sediment metagenome	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883742/ERR1883742.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883742/ERR1883742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883742/ERR1883742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883742/ERR1883742.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883742/ERR1883742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883742/ERR1883742_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883742/D2315.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883742/D2315.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883742/D2315.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR1883742/D2315.bam.bai	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883742	ftp.sra.ebi.ac.uk/vol1/err/ERR188/002/ERR1883742		
