Taxon	ZeeviD_2015.metaphlan_bugs_list.stool:PNP_Main_265	VatanenT_2016.metaphlan_bugs_list.stool:G80343	NielsenHB_2014.metaphlan_bugs_list.stool:MH0039	LiJ_2014.metaphlan_bugs_list.stool:O2.UC37-1	ChengpingW_2017.metaphlan_bugs_list.stool:AS96raw	LouisS_2016.metaphlan_bugs_list.stool:AS64_3	HMP_2012.metaphlan_bugs_list.stool:SRS014613	NielsenHB_2014.metaphlan_bugs_list.stool:O2_UC31_0	NielsenHB_2014.metaphlan_bugs_list.stool:MH0146	ThomasAM_2018b.metaphlan_bugs_list.stool:CRC_MR_SBJ55C_17	VogtmannE_2016.metaphlan_bugs_list.stool:MMRS59699117ST-27-0-0	BackhedF_2015.metaphlan_bugs_list.stool:SID622_M	LiSS_2016.metaphlan_bugs_list.stool:FAT_015-22-0-0	LiJ_2017.metaphlan_bugs_list.stool:H3M516909	QinJ_2012.metaphlan_bugs_list.stool:T2D-005	VincentC_2016.metaphlan_bugs_list.stool:MM094.2	LoombaR_2017.metaphlan_bugs_list.stool:SID1019_aas	ZeeviD_2015.metaphlan_bugs_list.stool:PNP_Main_346	BackhedF_2015.metaphlan_bugs_list.stool:SID18_12M	NielsenHB_2014.metaphlan_bugs_list.stool:V1_UC50_1	BackhedF_2015.metaphlan_bugs_list.stool:SID7_4M	JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142139	BackhedF_2015.metaphlan_bugs_list.stool:SID70_12M	KarlssonFH_2013.metaphlan_bugs_list.stool:S353	NielsenHB_2014.metaphlan_bugs_list.stool:O2_UC2_0	VatanenT_2016.metaphlan_bugs_list.stool:G78843	LiSS_2016.metaphlan_bugs_list.stool:FAT_012-22-42-0	VatanenT_2016.metaphlan_bugs_list.stool:G69160	ZeeviD_2015.metaphlan_bugs_list.stool:PNP_Main_596	FengQ_2015.metaphlan_bugs_list.stool:SID530315	XieH_2016.metaphlan_bugs_list.stool:YSZC12003_35550	NielsenHB_2014.metaphlan_bugs_list.stool:O2_UC29_2	MatsonV_2018.metaphlan_bugs_list.stool:SAM_14	ZeeviD_2015.metaphlan_bugs_list.stool:PNP_Main_704	VogtmannE_2016.metaphlan_bugs_list.stool:MMRS40913371ST-27-0-0	LiJ_2017.metaphlan_bugs_list.stool:H2M514108	JieZ_2017.metaphlan_bugs_list.stool:SAMEA104142184	BackhedF_2015.metaphlan_bugs_list.stool:SID276_4M	LeChatelierE_2013.metaphlan_bugs_list.stool:MH0114	ChengpingW_2017.metaphlan_bugs_list.stool:AS109raw	CosteaPI_2017.metaphlan_bugs_list.stool:SID713A029-11-90-0	PasolliE_2018.metaphlan_bugs_list.stool:V12_01_2FE	CosteaPI_2017.metaphlan_bugs_list.stool:SID713A004-11-0-0	RampelliS_2015.metaphlan_bugs_list.stool:H24	BritoIL_2016.metaphlan_bugs_list.stool:W1.21.ST	PasolliE_2018.metaphlan_bugs_list.stool:A48_01_1FE	PehrssonE_2016.metaphlan_bugs_list.stool:SID08I_170	PasolliE_2018.metaphlan_bugs_list.stool:V31_01_2FE	TettAJ_2019_b.metaphlan_bugs_list.stool:C16-20244-GH	BritoIL_2016.metaphlan_bugs_list.stool:WL.32.ST	TettAJ_2019_a.metaphlan_bugs_list.stool:C16-20647-TZ	BritoIL_2016.metaphlan_bugs_list.stool:W1.22.ST	PasolliE_2018.metaphlan_bugs_list.stool:A91_01_1FE	CosteaPI_2017.metaphlan_bugs_list.stool:SID713A058-11-90-0	PasolliE_2018.metaphlan_bugs_list.stool:A91_02_1FE	Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:SM11	BritoIL_2016.metaphlan_bugs_list.stool:W1.38.ST	SmitsSA_2017.metaphlan_bugs_list.stool:TZ_39371	TettAJ_2019_a.metaphlan_bugs_list.stool:C16-20473-TZ	CosteaPI_2017.metaphlan_bugs_list.stool:SID713B037-11-0-0	BritoIL_2016.metaphlan_bugs_list.stool:W1.6.ST	BritoIL_2016.metaphlan_bugs_list.stool:W2.19.ST	TettAJ_2019_b.metaphlan_bugs_list.stool:C16-20275-GH	CosteaPI_2017.metaphlan_bugs_list.stool:SID713B046-11-0-0	Obregon-TitoAJ_2015.metaphlan_bugs_list.stool:SM25	SmitsSA_2017.metaphlan_bugs_list.stool:TZ_21618	RampelliS_2015.metaphlan_bugs_list.stool:H20	TettAJ_2019_a.metaphlan_bugs_list.stool:C16-20374-TZ	LiuW_2016.metaphlan_bugs_list.stool:SRR3992994	CosteaPI_2017.metaphlan_bugs_list.stool:SID713B030-11-0-0	BritoIL_2016.metaphlan_bugs_list.stool:M1.57.ST	BritoIL_2016.metaphlan_bugs_list.stool:M1.65.ST	PasolliE_2018.metaphlan_bugs_list.stool:A89_02_1FE	CosteaPI_2017.metaphlan_bugs_list.stool:SID713A076-11-0-0	PasolliE_2018.metaphlan_bugs_list.stool:A42_02_1FE	PehrssonE_2016.metaphlan_bugs_list.stool:SID240301	TettAJ_2019_c.metaphlan_bugs_list.stool:CM_D26_M0_18	TettAJ_2019_b.metaphlan_bugs_list.stool:C16-20049-GH	PehrssonE_2016.metaphlan_bugs_list.stool:SID09E_519	PehrssonE_2016.metaphlan_bugs_list.stool:SID08C_021	Lib4_3	Lib4_7	s_02	Lib3_6	Lib4_6	Lib4_1	Lib4_4	Lib4_8	Lib4_5	Lib4_2	Lib3_9	ERR1883623	ERR1883556	ERR1883448	ERR1883403	ERR1883529	ERR1883543	ERR1883460	ERR1883427	ERR1883665	ERR1883811	ERR1883583	ERR1883612	ERR1883540	ERR1883784	ERR1883598	ERR1883642	ERR1883482	ERR1883511	ERR1883479	ERR1883794	ERR1883647	ERR1883476	ERR1883551	ERR1883418	ERR1883689	ERR1883810	ERR1883473	ERR1883519	ERR1883661	ERR1883475	ERR1883710	ERR1883406	ERR1883584	ERR1883601	ERR1883726	ERR1883713	ERR1883408	ERR1883740	Lib4_10	Lib4_11	Lib4_12	CBA001	ECO004	DRL001	BRF001	TRO001	LEI010	MLP001	CMN001
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100958	3019828	209090	1089861	0	1329231	90075	868965	0	0	700682
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17908	0	65094	297015	0	510632	20745	0	0	0	349070
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Afipia|s__Afipia_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17908	0	65094	297015	0	510632	20745	0	0	0	349070
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Rhodopseudomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83049	1061439	143996	792845	0	818599	69328	615377	0	0	351611
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Rhodopseudomonas|s__Rhodopseudomonas_palustris	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83049	0	143996	792845	0	516058	32579	615377	0	0	351611
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Rhodopseudomonas|s__Rhodopseudomonas_palustris|t__Rhodopseudomonas_palustris_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83049	0	143996	792845	0	516058	32579	615377	0	0	351611
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205710	40557	354746	835190	524876	0	183246	64553	0	0	1028050
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Hyphomicrobiaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205710	0	354746	696805	524876	0	155147	0	0	0	1028050
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267856	5617947	376493	1108455	1134812	0	29699	0	0	0	3764583
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267856	5279569	376493	1108455	1134812	0	29699	0	0	0	3764583
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Mesorhizobium|s__Mesorhizobium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220789	4821282	320791	1035993	1134812	0	29699	0	0	0	2853132
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1745212	499623	335102	1105903	1430472	0	0	0	0	0	541925
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Sinorhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860689	333657	125389	1045795	1430472	0	0	0	0	0	382223
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Sinorhizobium|s__Sinorhizobium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111010	333657	122485	1045795	1430472	0	0	0	0	0	382223
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2169840	211046	0	624541	423359	0	0	0	0	305816
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Rhodobiaceae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2169840	211046	0	624541	423359	0	0	0	0	305816
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9005	0	1781970	0	0	0	19520	0	0	518352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422838	10638940	903502	0	0	0	0	0	0	0	713517
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9005	0	1781970	0	0	0	19520	0	0	518352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422838	10638940	903502	0	0	0	0	0	0	0	713517
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9005	0	1781970	0	0	0	19520	0	0	518352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422838	10543826	903502	0	0	0	0	0	0	0	713517
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9005	0	1432700	0	0	0	19520	0	0	499250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337858	10508974	861725	0	0	0	0	0	0	0	400699
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18673241	21614780	1032180	0	0	1386833	0	0	571127	0	317378
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18673241	21188965	1032180	0	0	1386833	0	0	0	0	317378
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17177478	1313160	403456	0	0	0	0	0	0	0	247932
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingobium|s__Sphingobium_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16618930	1313160	403456	0	0	0	0	0	0	0	247932
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1329663	18604721	575955	0	0	1386833	0	0	0	0	69446
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingopyxis|s__Sphingopyxis_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1289187	18537440	575955	0	0	1386833	0	0	0	0	69446
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	251070	199718	602843	475818	50750	368521	779637	407958	429540	3165	186061	14137	273077	12458216	149796	17521	0	9226	48617	0	1844	15871	426275	3775	16231	4790	76866	0	808691	0	58873	49064	0	250800	0	3071946	164669	206061	1044398	181803	456360	599625	10694	68099	1234546	0	1293	225357	37015	223869	52841	233136	15445	1787707	114048	34271	464181	0	172755	146680	1873325	283063	51070	13794	25480	0	23544	18341	2230097	465757	125903	92940	74313	142453	7258	0	229133	73898	11104	0	1714252	95756	1074844	875907	313107	398829	11846696	567923	216842	370785	84466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56822628	146188959	54858527	2805754	1313858	0	183820	417137	6324238	7601863	1236964
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	251070	199718	602843	475818	44283	368521	779637	407958	429540	3165	186061	14137	273077	12455983	149796	17521	0	9226	48617	0	1844	15871	426275	3775	16231	4790	76866	0	808691	0	58873	49064	0	250800	0	3071946	164669	206061	1044398	181803	456360	599625	10694	68099	1234546	0	1293	225357	0	223869	52841	225297	15445	1787707	107789	34271	464181	0	172755	146680	1873325	283063	51070	13794	8821	0	23544	18341	2230097	465757	125903	92940	74313	142453	7258	0	229133	73898	11104	0	1714252	95756	574341	875907	313107	301938	11846696	559684	216842	370785	84466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56370397	143463954	54648725	2805754	1313858	0	0	0	6324238	7601863	1236964
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	810635	0	0	0	30110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23659995	142100589	46962764	0	0	0	0	0	0	0	152908
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6290254	1551005	2982262	0	0	0	0	0	0	0	0
